Stock,Name,Sector,Cap,Pattern,TF,Date,Status,Breakout_Zone,CMP,Upside_%,Quality,Vol_Surge,CANSLIM,Reco,Window
ESCORTS,Escorts Kubota Limited,,Large,InverseHS,Weekly,2026-04-23,Breakout Ready,2376.5,2679.8,0.0,-0.008,1.39,4,BUY — moderate,60
BALAJEE,SHREE TIRUPATI BALAJEE L,Consumer Cyclical,Micro,BullFlag,Weekly,2026-04-23,Breakout Ready,185.5,185.5,0.0,-0.011,1.79,4,BUY — moderate,15
BALAJITELE,Balaji Telefilms Limited,Communication Services,Small,BullFlag,Weekly,2026-04-23,Breakout Ready,185.5,185.5,0.0,-0.011,1.79,4,BUY — moderate,15
SENORES,,,Unknown,InverseHS,Weekly,2026-04-23,Breakout Ready,74.16,91.36,0.0,-0.014,4.55,4,BUY — moderate,60
SEIL,Shanti Educational Initiatives Limited,,Unknown,InverseHS,Weekly,2026-04-23,Breakout Ready,74.16,91.36,0.0,-0.014,4.55,4,BUY — moderate,60
VRAJ,VRAJ IRON AND STEEL LTD,,Micro,InverseHS,Weekly,2026-04-23,Breakout Ready,112.24,126.39,0.0,-0.014,1.33,4,BUY — moderate,60
JAGRAN,,,Unknown,InverseHS,Weekly,2026-04-23,Breakout Ready,187.1,202.72,0.0,-0.017,1.55,4,BUY — moderate,60
IXIGO,,,Unknown,InverseHS,Weekly,2026-04-23,Breakout Ready,187.1,202.72,0.0,-0.017,1.55,4,BUY — moderate,60
JAMNAAUTO,,,Unknown,InverseHS,Weekly,2026-04-23,Breakout Ready,187.1,202.72,0.0,-0.017,1.55,4,BUY — moderate,60
RAJSREESUG,Rajshree Sugars & Chemicals Limited,Consumer Defensive,Micro,BullFlag,Weekly,2026-04-23,Breakout Ready,71.9,71.9,0.0,-0.019,5.83,4,BUY — moderate,15
RAMANEWS,,,Unknown,BullFlag,Weekly,2026-04-23,Breakout Ready,71.9,71.9,0.0,-0.019,5.83,4,BUY — moderate,15
RAJRATAN,Rajratan Global Wire Limited,Basic Materials,Small,BullFlag,Weekly,2026-04-23,Breakout Ready,71.9,71.9,0.0,-0.019,5.83,4,BUY — moderate,15
RAJPALAYAM,RAJAPALAYAM MILLS LTD.,,Unknown,BullFlag,Weekly,2026-04-23,Breakout Ready,71.9,71.9,0.0,-0.019,5.83,4,BUY — moderate,15
IPCALAB,,,Unknown,InverseHS,Weekly,2026-04-23,Breakout Ready,121.93,137.5,0.0,-0.025,1.28,4,BUY — moderate,80
RELIGARE,Religare Enterprises Limited,Financial Services,Mid,BullFlag,Weekly,2026-04-23,Breakout Ready,28.98,28.98,0.0,-0.067,3.23,4,BUY — moderate,20
STAR,Strides Pharma Science Limited,,Mid,FlatBase,Weekly,2026-04-23,Breakout Ready,1065.0,1065.0,0.0,-0.071,2.77,4,BUY — moderate,40
STALLION,STALLION IND FLUOROCHEM L,,Small,FlatBase,Weekly,2026-04-23,Breakout Ready,1065.0,1065.0,0.0,-0.071,2.77,4,BUY — moderate,40
STEELCAS,Steelcast Limited,Basic Materials,Small,FlatBase,Weekly,2026-04-23,Breakout Ready,1065.0,1065.0,0.0,-0.071,2.77,4,BUY — moderate,40
SENORES,,,Unknown,BullFlag,Weekly,2026-04-23,Breakout Ready,91.36,91.36,0.0,-0.075,7.05,4,BUY — moderate,15
SEIL,Shanti Educational Initiatives Limited,,Unknown,BullFlag,Weekly,2026-04-23,Breakout Ready,91.36,91.36,0.0,-0.075,7.05,4,BUY — moderate,15
TTKHLTCARE,,,Unknown,FlatBase,Weekly,2026-04-23,Breakout Ready,485.95,485.95,0.0,-0.077,4.69,4,BUY — moderate,40
TRU,,,Unknown,FlatBase,Weekly,2026-04-23,Breakout Ready,485.95,485.95,0.0,-0.077,4.69,4,BUY — moderate,40
TVSELECT,,,Unknown,FlatBase,Weekly,2026-04-23,Breakout Ready,485.95,485.95,0.0,-0.077,4.69,4,BUY — moderate,40
TRUALT,,,Unknown,FlatBase,Weekly,2026-04-23,Breakout Ready,485.95,485.95,0.0,-0.077,4.69,4,BUY — moderate,40
BAJAJFINSV,Bajaj Finserv Ltd.,Financial Services,Large,BullFlag,Weekly,2026-04-23,Breakout Ready,2089.0,2089.0,0.0,-0.096,2.49,4,BUY — moderate,15
BAJAJHFL,BAJAJ HOUSING FINANCE LTD,Financial Services,Large,BullFlag,Weekly,2026-04-23,Breakout Ready,2089.0,2089.0,0.0,-0.096,2.49,4,BUY — moderate,15
AZAD,AZAD ENGINEERING LIMITED,,Mid,BullFlag,Weekly,2026-04-23,Breakout Ready,2089.0,2089.0,0.0,-0.096,2.49,4,BUY — moderate,15
BAGFILMS,,,Unknown,BullFlag,Weekly,2026-04-23,Breakout Ready,2089.0,2089.0,0.0,-0.096,2.49,4,BUY — moderate,15
OCCLLTD,,,Unknown,BullFlag,Weekly,2026-04-23,Breakout Ready,8868.0,8868.0,0.0,-0.132,7.17,4,BUY — moderate,20
OBEROIRLTY,Oberoi Realty Limited,,Large,BullFlag,Weekly,2026-04-23,Breakout Ready,8868.0,8868.0,0.0,-0.132,7.17,4,BUY — moderate,20
NURECA,Nureca Limited,,Micro,BullFlag,Weekly,2026-04-23,Breakout Ready,8868.0,8868.0,0.0,-0.132,7.17,4,BUY — moderate,20
OBCL,OBCL Limited,,Micro,BullFlag,Weekly,2026-04-23,Breakout Ready,8868.0,8868.0,0.0,-0.132,7.17,4,BUY — moderate,20
NUVOCO,Nuvoco Vistas Corporation Limited,,Mid,BullFlag,Weekly,2026-04-23,Breakout Ready,8868.0,8868.0,0.0,-0.132,7.17,4,BUY — moderate,20
OFSS,Oracle Financial Services Software Limited,Technology,Large,BullFlag,Weekly,2026-04-23,Breakout Ready,8868.0,8868.0,0.0,-0.132,7.17,4,BUY — moderate,20
MAWANASUG,,,Unknown,BullFlag,Weekly,2026-04-23,Breakout Ready,107.22,107.22,0.0,-0.156,2.33,4,BUY — moderate,15
GODREJPROP,Godrej Properties Limited,Real Estate,Large,BullFlag,Weekly,2026-04-20,Breakout Ready,225.47,225.47,0.0,-0.162,11.78,4,BUY — moderate,15
GOKEX,Gokaldas Exports Limited,Consumer Cyclical,Mid,BullFlag,Weekly,2026-04-20,Breakout Ready,225.47,225.47,0.0,-0.162,11.78,4,BUY — moderate,15
STAR,Strides Pharma Science Limited,,Mid,BullFlag,Weekly,2026-04-23,Breakout Ready,1065.0,1065.0,0.0,-0.162,4.57,4,BUY — moderate,30
STALLION,STALLION IND FLUOROCHEM L,,Small,BullFlag,Weekly,2026-04-23,Breakout Ready,1065.0,1065.0,0.0,-0.162,4.57,4,BUY — moderate,30
STEELCAS,Steelcast Limited,Basic Materials,Small,BullFlag,Weekly,2026-04-23,Breakout Ready,1065.0,1065.0,0.0,-0.162,4.57,4,BUY — moderate,30
TTKHLTCARE,,,Unknown,BullFlag,Weekly,2026-04-23,Breakout Ready,485.95,485.95,0.0,-0.18,3.46,4,BUY — moderate,15
TRU,,,Unknown,BullFlag,Weekly,2026-04-23,Breakout Ready,485.95,485.95,0.0,-0.18,3.46,4,BUY — moderate,15
TVSELECT,,,Unknown,BullFlag,Weekly,2026-04-23,Breakout Ready,485.95,485.95,0.0,-0.18,3.46,4,BUY — moderate,15
TRUALT,,,Unknown,BullFlag,Weekly,2026-04-23,Breakout Ready,485.95,485.95,0.0,-0.18,3.46,4,BUY — moderate,15
ELITECON,Elitecon International Limited,,Unknown,BullFlag,Weekly,2026-04-23,Breakout Ready,75.14,75.14,0.0,-0.182,4.41,4,BUY — moderate,15
EMAMILTD,Emami Limited,Consumer Defensive,Large,BullFlag,Weekly,2026-04-23,Breakout Ready,75.14,75.14,0.0,-0.182,4.41,4,BUY — moderate,15
STARCEMENT,Star Cement Limited,,Mid,BullFlag,Weekly,2026-04-23,Breakout Ready,236.03,236.03,0.0,-0.196,2.57,4,BUY — moderate,20
SUMICHEM,Sumitomo Chemical India Limited,Basic Materials,Large,BullFlag,Weekly,2026-04-23,Breakout Ready,691.0,691.0,0.0,-0.207,1.46,4,BUY — moderate,15
ENRIN,Siemens Energy India Limited,Utilities,Large,InverseHS,Weekly,2026-04-23,Breakout Ready,2713.54,3234.9,0.0,0.114,1.25,7,BUY — strong,80
ENRIN,Siemens Energy India Limited,Utilities,Large,DoubleBottom,Weekly,2026-04-23,Breakout Ready,2997.8,3234.9,0.0,0.107,1.25,7,BUY — strong,60
ENRIN,Siemens Energy India Limited,Utilities,Large,FlatBase,Weekly,2026-04-23,Breakout Ready,3234.9,3234.9,0.0,0.016,1.25,7,BUY — strong,60
ETERNAL,Eternal Limited,Consumer Cyclical,Large,InverseHS,Weekly,2026-04-23,Breakout Ready,2376.5,2679.8,0.0,-0.008,1.39,7,BUY — strong,60
AVALON,Avalon Technologies Limited,Technology,Mid,BullFlag,Weekly,2026-04-23,Breakout Ready,1434.5,1434.5,0.0,-0.273,1.28,7,BUY — strong,20
BAJAJHCARE,Bajaj HealthCare Limited,Healthcare,Small,DoubleBottom,Weekly,2026-04-23,Breakout Ready,1742.1,2089.0,0.0,0.245,2.95,6,BUY — strong,100
DATAPATTNS,Data Patterns (India) Limited,Industrials,Large,InverseHS,Weekly,2026-04-23,Breakout Ready,2701.55,4114.0,0.0,0.122,3.86,6,BUY — strong,80
DBL,Dilip Buildcon Limited,Industrials,Mid,InverseHS,Weekly,2026-04-23,Breakout Ready,2701.55,4114.0,0.0,0.122,3.86,6,BUY — strong,80
VIKRAMSOLR,VIKRAM SOLAR LIMITED,Technology,Mid,BullFlag,Weekly,2026-04-23,Breakout Ready,227.48,227.48,0.0,0.118,1.29,6,BUY — strong,15
RAJOOENG,Rajoo Engineers Limited,Industrials,Small,DoubleBottom,Weekly,2026-04-23,Breakout Ready,67.1,71.9,0.0,0.115,2.79,6,BUY — strong,60
CHOICEIN,Choice International Limited,Financial Services,Mid,DoubleBottom,Weekly,2026-04-23,Breakout Ready,1056.68,1062.45,0.0,0.095,1.23,6,BUY — strong,40
RAJOOENG,Rajoo Engineers Limited,Industrials,Small,InverseHS,Weekly,2026-04-23,Breakout Ready,62.76,71.9,0.0,0.094,2.79,6,BUY — strong,60
DATAPATTNS,Data Patterns (India) Limited,Industrials,Large,DoubleBottom,Weekly,2026-04-23,Breakout Ready,2731.3,4114.0,0.0,0.072,3.86,6,BUY — strong,100
DBL,Dilip Buildcon Limited,Industrials,Mid,DoubleBottom,Weekly,2026-04-23,Breakout Ready,2731.3,4114.0,0.0,0.072,3.86,6,BUY — strong,100
SEJALLTD,Sejal Glass Limited,Industrials,Small,DoubleBottom,Weekly,2026-04-23,Breakout Ready,71.16,91.36,0.0,0.042,4.55,6,BUY — strong,40
TATACONSUM,Tata Consumer Products Limited,Consumer Defensive,Large,DoubleBottom,Weekly,2026-04-23,Breakout Ready,326.75,342.45,0.0,0.04,1.73,6,BUY — strong,40
BAJAJHCARE,Bajaj HealthCare Limited,Healthcare,Small,InverseHS,Weekly,2026-04-23,Breakout Ready,1614.0,2089.0,0.0,0.024,2.95,6,BUY — strong,120
CHOICEIN,Choice International Limited,Financial Services,Mid,FlatBase,Weekly,2026-04-23,Breakout Ready,1071.4,1062.45,0.0,0.001,1.23,6,BUY — strong,40
VSSL,Vardhman Special Steels Limited,Basic Materials,Small,DoubleBottom,Weekly,2026-04-23,Breakout Ready,114.91,126.39,0.0,-0.002,1.33,6,BUY — strong,40
VSSL,Vardhman Special Steels Limited,Basic Materials,Small,BullFlag,Weekly,2026-04-23,Breakout Ready,126.39,126.39,0.0,-0.004,1.55,6,BUY — strong,15
SEJALLTD,Sejal Glass Limited,Industrials,Small,InverseHS,Weekly,2026-04-23,Breakout Ready,74.16,91.36,0.0,-0.014,4.55,6,BUY — strong,60
VSSL,Vardhman Special Steels Limited,Basic Materials,Small,InverseHS,Weekly,2026-04-23,Breakout Ready,112.24,126.39,0.0,-0.014,1.33,6,BUY — strong,60
RAJOOENG,Rajoo Engineers Limited,Industrials,Small,BullFlag,Weekly,2026-04-23,Breakout Ready,71.9,71.9,0.0,-0.019,5.83,6,BUY — strong,15
TATACONSUM,Tata Consumer Products Limited,Consumer Defensive,Large,BullFlag,Weekly,2026-04-23,Breakout Ready,342.45,342.45,0.0,-0.072,2.28,6,BUY — strong,15
SEJALLTD,Sejal Glass Limited,Industrials,Small,BullFlag,Weekly,2026-04-23,Breakout Ready,91.36,91.36,0.0,-0.075,7.05,6,BUY — strong,15
BAJAJHCARE,Bajaj HealthCare Limited,Healthcare,Small,BullFlag,Weekly,2026-04-23,Breakout Ready,2089.0,2089.0,0.0,-0.096,2.49,6,BUY — strong,15
PROZONER,Prozone Realty Limited,Real Estate,Small,BullFlag,Weekly,2026-04-23,Breakout Ready,3249.0,3249.0,0.0,-0.324,1.27,6,BUY — strong,15
PRIVISCL,Privi Speciality Chemicals Limited,Basic Materials,Mid,BullFlag,Weekly,2026-04-23,Breakout Ready,3249.0,3249.0,0.0,-0.324,1.27,6,BUY — strong,15
PROSTARM,PROSTARM INFO SYSTEMS LTD,Industrials,Small,BullFlag,Weekly,2026-04-23,Breakout Ready,3249.0,3249.0,0.0,-0.324,1.27,6,BUY — strong,15
PRSMJOHNSN,Prism Johnson Limited,Basic Materials,Mid,BullFlag,Weekly,2026-04-23,Breakout Ready,3249.0,3249.0,0.0,-0.324,1.27,6,BUY — strong,15
DIXON,Dixon Technologies (India) Limited,Technology,Large,BullFlag,Weekly,2026-04-23,Pattern Formed,294.01,277.57,5.92,0.166,0.47,7,WATCH — await breakout,15
PRESTIGE,Prestige Estates Projects Limited,Real Estate,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,823.85,1002.85,-17.85,0.152,0.48,7,WATCH — await breakout,60
ENRIN,Siemens Energy India Limited,Utilities,Large,BullFlag,Weekly,2026-04-23,Pattern Formed,3234.9,3234.9,0.0,0.145,0.72,7,WATCH — await breakout,15
CHALET,Chalet Hotels Limited,Consumer Cyclical,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,180.65,180.65,0.0,0.119,0.64,7,WATCH — await breakout,15
RAMCOCEM,The Ramco Cements Limited,Basic Materials,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,484.05,511.85,-5.43,0.119,0.59,7,WATCH — await breakout,40
ETERNAL,Eternal Limited,Consumer Cyclical,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,2717.8,2679.8,1.42,0.106,1.39,7,WATCH — await breakout,100
RAMCOCEM,The Ramco Cements Limited,Basic Materials,Large,BullFlag,Weekly,2026-04-23,Pattern Formed,513.9,511.85,0.4,0.085,1.02,7,WATCH — await breakout,15
DIXON,Dixon Technologies (India) Limited,Technology,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,233.44,277.57,-15.9,0.07,0.35,7,WATCH — await breakout,40
CHALET,Chalet Hotels Limited,Consumer Cyclical,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,159.73,180.65,-11.58,0.059,0.64,7,WATCH — await breakout,40
AVALON,Avalon Technologies Limited,Technology,Mid,InverseHS,Weekly,2026-04-23,Pattern Formed,1221.55,1434.5,-14.84,0.037,0.98,7,WATCH — await breakout,80
AVALON,Avalon Technologies Limited,Technology,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1311.9,1434.5,-8.55,0.03,0.98,7,WATCH — await breakout,60
SEPC,SEPC Limited,Industrials,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,303.55,323.5,-6.17,0.024,0.11,7,WATCH — await breakout,40
RAMCOCEM,The Ramco Cements Limited,Basic Materials,Large,InverseHS,Weekly,2026-04-23,Pattern Formed,490.73,511.85,-4.13,0.02,0.59,7,WATCH — await breakout,180
CHALET,Chalet Hotels Limited,Consumer Cyclical,Mid,InverseHS,Weekly,2026-04-23,Pattern Formed,165.65,180.65,-8.3,0.017,0.64,7,WATCH — await breakout,80
AVALON,Avalon Technologies Limited,Technology,Mid,FlatBase,Weekly,2026-04-23,Pattern Formed,1434.5,1434.5,0.0,-0.004,0.98,7,WATCH — await breakout,40
SEPC,SEPC Limited,Industrials,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,318.77,323.5,-1.46,-0.015,0.11,7,WATCH — await breakout,60
PRESTIGE,Prestige Estates Projects Limited,Real Estate,Large,FlatBase,Weekly,2026-04-23,Pattern Formed,1034.6,1002.85,3.17,-0.016,0.48,7,WATCH — await breakout,40
PRESTIGE,Prestige Estates Projects Limited,Real Estate,Large,BullFlag,Weekly,2026-04-23,Pattern Formed,1002.85,1002.85,0.0,-0.017,1.09,7,WATCH — await breakout,15
PRESTIGE,Prestige Estates Projects Limited,Real Estate,Large,InverseHS,Weekly,2026-04-23,Pattern Formed,846.98,1002.85,-15.54,-0.028,0.48,7,WATCH — await breakout,60
SEPC,SEPC Limited,Industrials,Small,FlatBase,Weekly,2026-04-23,Pattern Formed,345.97,323.5,6.95,-0.038,0.11,7,WATCH — await breakout,60
SEPC,SEPC Limited,Industrials,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,332.85,323.5,2.89,-0.045,0.42,7,WATCH — await breakout,15
DIXON,Dixon Technologies (India) Limited,Technology,Large,InverseHS,Weekly,2026-04-23,Pattern Formed,258.58,277.57,-6.84,-0.053,0.35,7,WATCH — await breakout,120
RAMCOCEM,The Ramco Cements Limited,Basic Materials,Large,FlatBase,Weekly,2026-04-23,Pattern Formed,515.05,511.85,0.63,-0.06,0.59,7,WATCH — await breakout,40
ETERNAL,Eternal Limited,Consumer Cyclical,Large,FlatBase,Weekly,2026-04-23,Pattern Formed,2717.9,2679.8,1.42,-0.067,1.39,7,WATCH — await breakout,40
CHALET,Chalet Hotels Limited,Consumer Cyclical,Mid,FlatBase,Weekly,2026-04-23,Pattern Formed,180.65,180.65,0.0,-0.068,0.64,7,WATCH — await breakout,60
AWFIS,AWFIS SPACE SOLUTIONS LTD,Industrials,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,593.1,514.25,15.33,0.278,0.11,6,WATCH — await breakout,100
SURYALA,Suryalata Spinning Mills Limited,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,212.62,207.7,2.37,0.271,0.77,6,WATCH — await breakout,15
THEMISMED,Themis Medicare Limited,Healthcare,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,3959.2,3790.0,4.46,0.245,1.19,6,WATCH — await breakout,60
THELEELA,Leela Palaces Hotels & Resorts Limited,Consumer Cyclical,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,3959.2,3790.0,4.46,0.245,1.19,6,WATCH — await breakout,60
SURYALA,Suryalata Spinning Mills Limited,,Unknown,InverseHS,Weekly,2026-04-23,Pattern Formed,171.85,207.7,-17.26,0.203,0.38,6,WATCH — await breakout,120
STEL,STEL Holdings Limited,Financial Services,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,261.83,256.81,1.95,0.196,0.17,6,WATCH — await breakout,15
AETHER,Aether Industries Limited,Basic Materials,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,92.33,88.5,4.33,0.175,0.46,6,WATCH — await breakout,100
AERONEU,Aeroflex Neu Limited,Consumer Cyclical,Micro,DoubleBottom,Weekly,2026-04-23,Pattern Formed,92.33,88.5,4.33,0.175,0.46,6,WATCH — await breakout,100
PRECWIRE,Precision Wires India Limited,Industrials,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,823.85,1002.85,-17.85,0.152,0.48,6,WATCH — await breakout,60
AETHER,Aether Industries Limited,Basic Materials,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,90.95,88.5,2.77,0.149,0.51,6,WATCH — await breakout,15
AERONEU,Aeroflex Neu Limited,Consumer Cyclical,Micro,BullFlag,Weekly,2026-04-23,Pattern Formed,90.95,88.5,2.77,0.149,0.51,6,WATCH — await breakout,15
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,Consumer Cyclical,Large,BullFlag,Weekly,2026-04-23,Pattern Formed,87.19,85.68,1.76,0.148,0.68,6,WATCH — await breakout,15
STEL,STEL Holdings Limited,Financial Services,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,259.3,256.81,0.97,0.147,0.16,6,WATCH — await breakout,60
THERMAX,Thermax Limited,Industrials,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,453.55,432.65,4.83,0.147,0.81,6,WATCH — await breakout,100
TATAELXSI,Tata Elxsi Limited,Technology,Large,BullFlag,Weekly,2026-04-23,Pattern Formed,731.4,714.75,2.33,0.136,0.16,6,WATCH — await breakout,15
TRAVELFOOD,TRAVEL FOOD SERVICES LTD,Consumer Cyclical,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,590.25,586.95,0.56,0.131,0.26,6,WATCH — await breakout,15
AWFIS,AWFIS SPACE SOLUTIONS LTD,Industrials,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,498.05,514.25,-3.15,0.122,0.11,6,WATCH — await breakout,60
GESHIP,The Great Eastern Shipping Company Limited,Industrials,Large,BullFlag,Weekly,2026-04-20,Pattern Formed,1439.6,1420.4,1.35,0.112,0.61,6,WATCH — await breakout,15
AWFIS,AWFIS SPACE SOLUTIONS LTD,Industrials,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,526.8,514.25,2.44,0.111,0.63,6,WATCH — await breakout,15
ASPINWALL,Aspinwall and Company Limited,Consumer Defensive,Micro,BullFlag,Weekly,2026-04-23,Pattern Formed,740.6,731.0,1.31,0.108,0.26,6,WATCH — await breakout,15
OMAXAUTO,Omax Autos Limited,Consumer Cyclical,Micro,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1097.4,1218.0,-9.9,0.106,0.46,6,WATCH — await breakout,40
SOUTHWEST,South West Pinnacle Exploration Limited,Energy,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,545.35,573.5,-4.91,0.106,0.5,6,WATCH — await breakout,60
WAAREERTL,Waaree Renewable Technologies Limited,Utilities,Mid,InverseHS,Weekly,2026-04-23,Pattern Formed,1266.65,1460.9,-13.3,0.105,0.42,6,WATCH — await breakout,80
OMAXAUTO,Omax Autos Limited,Consumer Cyclical,Micro,BullFlag,Weekly,2026-04-23,Pattern Formed,1223.1,1218.0,0.42,0.104,0.86,6,WATCH — await breakout,15
GOCLCORP,GOCL Corporation Limited,Basic Materials,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,450.85,445.6,1.18,0.086,0.38,6,WATCH — await breakout,60
WAAREERTL,Waaree Renewable Technologies Limited,Utilities,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1279.5,1460.9,-12.42,0.085,0.42,6,WATCH — await breakout,40
TRENT,Trent Limited,Consumer Cyclical,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,25.12,26.5,-5.21,0.081,0.27,6,WATCH — await breakout,60
BHARATSE,Bharat Seats Limited,Consumer Cyclical,Small,FlatBase,Weekly,2026-04-23,Pattern Formed,1923.9,1871.6,2.79,0.079,0.8,6,WATCH — await breakout,60
PGEL,PG Electroplast Limited,Technology,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,34.51,30.78,12.12,0.073,0.48,6,WATCH — await breakout,60
BHARATSE,Bharat Seats Limited,Consumer Cyclical,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1804.4,1871.6,-3.59,0.068,0.8,6,WATCH — await breakout,40
PGEL,PG Electroplast Limited,Technology,Mid,InverseHS,Weekly,2026-04-23,Pattern Formed,33.87,30.78,10.04,0.065,0.48,6,WATCH — await breakout,180
TDPOWERSYS,TD Power Systems Limited,Industrials,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1803.8,1711.5,5.39,0.064,0.15,6,WATCH — await breakout,40
VIKRAMSOLR,VIKRAM SOLAR LIMITED,Technology,Mid,InverseHS,Weekly,2026-04-23,Pattern Formed,215.03,227.48,-5.47,0.064,0.9,6,WATCH — await breakout,120
VIKRAMSOLR,VIKRAM SOLAR LIMITED,Technology,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,195.04,227.48,-14.26,0.064,0.9,6,WATCH — await breakout,40
APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,2013.4,2043.2,-1.46,0.062,0.57,6,WATCH — await breakout,40
PROZONER,Prozone Realty Limited,Real Estate,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,3039.6,3249.0,-6.45,0.062,0.97,6,WATCH — await breakout,60
PRIVISCL,Privi Speciality Chemicals Limited,Basic Materials,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,3039.6,3249.0,-6.45,0.062,0.97,6,WATCH — await breakout,60
PROSTARM,PROSTARM INFO SYSTEMS LTD,Industrials,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,3039.6,3249.0,-6.45,0.062,0.97,6,WATCH — await breakout,60
PRSMJOHNSN,Prism Johnson Limited,Basic Materials,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,3039.6,3249.0,-6.45,0.062,0.97,6,WATCH — await breakout,60
TRAVELFOOD,TRAVEL FOOD SERVICES LTD,Consumer Cyclical,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,590.5,586.95,0.6,0.06,0.49,6,WATCH — await breakout,60
PGEL,PG Electroplast Limited,Technology,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,31.43,30.78,2.11,0.057,0.53,6,WATCH — await breakout,15
EMMVEE,EMMVEE PHOTOVOLTAIC PWR L,Technology,Mid,InverseHS,Weekly,2026-04-23,Pattern Formed,97.76,106.98,-8.62,0.056,0.67,6,WATCH — await breakout,120
WAAREERTL,Waaree Renewable Technologies Limited,Utilities,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,1488.4,1460.9,1.88,0.054,0.28,6,WATCH — await breakout,15
SURYALA,Suryalata Spinning Mills Limited,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,144.43,207.7,-30.46,0.053,0.38,6,WATCH — await breakout,40
SILINV,SIL Investments Limited,Financial Services,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,74.51,77.71,-4.12,0.048,0.86,6,WATCH — await breakout,40
TDPOWERSYS,TD Power Systems Limited,Industrials,Mid,InverseHS,Weekly,2026-04-23,Pattern Formed,1765.35,1711.5,3.15,0.047,0.15,6,WATCH — await breakout,60
TRAVELFOOD,TRAVEL FOOD SERVICES LTD,Consumer Cyclical,Mid,InverseHS,Weekly,2026-04-23,Pattern Formed,523.17,586.95,-10.87,0.046,0.49,6,WATCH — await breakout,60
BHARATSE,Bharat Seats Limited,Consumer Cyclical,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,1903.2,1871.6,1.69,0.044,1.07,6,WATCH — await breakout,15
SENCO,Senco Gold Limited,Consumer Cyclical,Mid,InverseHS,Weekly,2026-04-23,Pattern Formed,899.02,1557.0,-42.26,0.04,0.52,6,WATCH — await breakout,180
ASPINWALL,Aspinwall and Company Limited,Consumer Defensive,Micro,DoubleBottom,Weekly,2026-04-23,Pattern Formed,623.5,731.0,-14.71,0.037,0.07,6,WATCH — await breakout,40
TATAELXSI,Tata Elxsi Limited,Technology,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,665.55,714.75,-6.88,0.035,0.31,6,WATCH — await breakout,60
